fighter_id,name,height,reach,stance,dob,record
dc07493a87dc0a6e,Alex Reyes,"5' 11""","73""",Orthodox,"Oct 02, 1986",13-5-0
bf9bc96336922271,Alex Ricci,"5' 11""",--,Orthodox,"Jul 21, 1982",10-5-0
fdfef29ba17ee525,Alex Schoenauer,"6' 3""",--,Orthodox,"May 05, 1976",15-10-0
d18dbcb0f8e2b55d,Alex Soto,"5' 8""",--,Southpaw,"Feb 15, 1984",8-3-1
df5a77121ba84a5d,Alex Stiebling,"6' 2""",--,Southpaw,"Dec 26, 1976",19-11-1 (1 NC)
e4e0f310b3cf23a8,Alex Torres,"5' 10""",--,Orthodox,"May 29, 1988",5-4-0
c17041f1bb5768d8,Alex White,"6' 0""","71""",Southpaw,"Oct 22, 1988",13-6-0
e8b731feff72294b,Alexa Grasso,"5' 5""","66""",Orthodox,"Aug 09, 1993",17-5-1
3c6976f8182d9527,Alexander Gustafsson,"6' 5""","79""",Orthodox,"Jan 15, 1987",18-8-0
262a7d06203657e6,Alexander Hernandez,"5' 9""","72""",Orthodox,"Oct 01, 1992",18-9-0
f8f1ec513bcfef43,Alexander Munoz,"5' 9""","72""",Switch,"Feb 27, 1990",7-2-0
e1248941344b3288,Alexander Volkanovski,"5' 6""","71""",Orthodox,"Sep 29, 1988",28-4-0
279566840aa55bf2,Alexander Volkov,"6' 7""","80""",Orthodox,"Oct 24, 1988",40-11-0
d06f8869449ba7bd,Alexander Yakovlev,"6' 3""","74""",Southpaw,"Jul 18, 1984",24-10-1
c0badf3243907e59,Alexandr Romanov,"6' 2""","75""",Southpaw,"Dec 11, 1990",18-3-0
8fd1f27e86661ede,Alexandre Barros,"5' 9""",--,Southpaw,"Nov 19, 1976",22-11-0
8dc46e9a7895ce1a,Alexandre Dantas,"6' 2""",--,Orthodox,"Mar 01, 1979",0-3-0
28ba5f27e473420c,Alexandre Ferreira,"5' 7""",--,Orthodox,"Apr 25, 1979",18-6-0
a0f0004aadf10b71,Alexandre Pantoja,"5' 5""","67""",Orthodox,"Apr 16, 1990",30-6-0
545092d13c67aa49,Alexia Thainara,"5' 4""","67""",Orthodox,"Nov 20, 1995",14-1-0
4c2d90e335e6df19,Alexis Davis,"5' 6""","68""",Orthodox,"Oct 04, 1984",21-11-0
4ae4049426e0161d,Alexis Dufresne,"5' 9""",--,Orthodox,"Aug 31, 1990",6-3-0
1e38bba6738b7b10,Alfonso Alcarez,"5' 3""",--,,"Jun 10, 1970",1-3-1
e87a13e02c01331d,Ali AlQaisi,"5' 6""","68""",Orthodox,"Sep 23, 1990",8-5-0
3dd92ff9fb0412b3,Ali Bagautinov,"5' 4""","65""",Orthodox,"Jun 10, 1985",15-6-0
7ab478c397cd68ef,Aliaskhab Khizriev,"5' 9""","74""",Southpaw,"Aug 24, 1990",14-0-0 (1 NC)
30cad5a751adcb48,Alibi Idiris,"5' 6""","68""",Orthodox,"Oct 22, 1994",11-1-0 (1 NC)
87f8699fdcc2c404,Alice Ardelean,"5' 3""","62""",Orthodox,"Apr 19, 1992",12-7-0
81d2c551886bd5a1,Alice Pereira,"5' 8""","71""",Orthodox,"Dec 20, 2005",7-1-0
b4ad3a06ee4d660c,Alistair Overeem,"6' 4""","80""",Orthodox,"May 17, 1980",47-19-0 (1 NC)
cb696ebfb6598724,Aljamain Sterling,"5' 7""","71""",Orthodox,"Jul 31, 1989",26-5-0
e62b36885ecdac27,Allan Goes,"6' 0""",--,Orthodox,"Apr 20, 1971",10-5-2
253076a23d03dcd0,Allan Nascimento,"5' 8""","69""",Orthodox,"Sep 11, 1991",22-7-0
523af801b3429015,Allan Zuniga,"5' 7""","70""",Orthodox,"Apr 04, 1992",13-1-0
aebfb84d1f6d2d8c,Allen Berube,"5' 8""",--,Orthodox,"Aug 25, 1974",4-3-0
a9d6e047ce48ab63,Allen Crowder,"6' 3""","76""",Orthodox,"Nov 08, 1989",10-4-0 (1 NC)
73a78713bd899f4c,Allen Frye Jr.,"6' 5""","80""",Orthodox,"Apr 15, 1998",6-1-0
a495f599e787614f,Alonzo Menifield,"6' 0""","76""",Orthodox,"Oct 18, 1987",18-6-1
e18a19001a3f7c7d,Alptekin Ozkilic,"5' 5""","65""",Orthodox,"Mar 27, 1986",9-5-0
74d35fbc9c6a61bd,Alvaro Herrera Mendoza,"6' 0""","74""",Orthodox,"May 14, 1990",9-6-0
ab2a4b5e04dc5fe9,Alvin Hines,"6' 2""","74""",Orthodox,"Oct 20, 1991",7-2-0
cbe79765d44bd172,Alvin Robinson,"5' 9""","68""",Southpaw,"Jul 16, 1982",15-9-0
d4a31850a7457f1b,Amanda Cooper,"5' 3""","64""",Switch,"Oct 22, 1991",3-5-0
3df5493bb279226f,Amanda Lemos,"5' 4""","65""",Southpaw,"May 22, 1987",15-6-1
80fa8218c99f9c58,Amanda Nunes,"5' 8""","69""",Orthodox,"May 30, 1988",23-5-0
beecb672a279223e,Amanda Ribas,"5' 4""","66""",Orthodox,"Aug 26, 1993",13-7-0
7aa88401f93ce836,Amar Suloev,"5' 9""",--,Orthodox,"Jul 01, 1976",24-7-0
7a359ef685a304a7,Amaury Bitetti,"5' 9""",--,Orthodox,"Apr 14, 1969",5-2-0
dc5a6b2fdb27e7dc,Amilcar Alves,"6' 0""",--,Southpaw,"Aug 08, 1988",15-12-0
6d35bf94f7d30241,Amir Albazi,"5' 5""","68""",Orthodox,"Oct 27, 1993",17-3-0
2650e2f846a30f64,Amir Sadollah,"5' 10""","75""",Orthodox,"Aug 27, 1980",6-5-0
bbc9ab95fa766493,Anderson Dos Santos,"5' 5""","70""",Orthodox,"Jul 24, 1985",21-9-0
1f454354805b6f75,Anderson Silva,"6' 2""","77""",Southpaw,"Apr 14, 1975",34-11-0 (1 NC)
5f6f049d54728e88,Andre Ewell,"5' 8""","75""",Southpaw,"Jan 21, 1988",17-9-0
33efaf2d0941cfcf,Andre Fialho,"6' 0""","74""",Orthodox,"Apr 07, 1994",16-8-0 (1 NC)
8fd808923cffff82,Andre Fili,"5' 11""","74""",Orthodox,"Jun 25, 1990",25-14-0 (1 NC)
cc300e9aa3063431,Andre Gusmao,"6' 0""",--,Orthodox,"May 19, 1977",6-3-0
b1f21ce050035d58,Andre Lima,"5' 7""","67""",Orthodox,"Feb 04, 1999",11-1-0
886264a0c9f4ea5e,Andre Muniz,"6' 1""","78""",Southpaw,"Feb 17, 1990",24-8-0
bba678d312590087,Andre Pederneiras,"5' 8""",--,Orthodox,"Mar 22, 1967",1-1-2
5f61780fe5e9b6d0,Andre Petroski,"6' 0""","73""",Switch,"Jun 12, 1991",13-6-0
a54a35a670d8e852,Andre Roberts,"6' 2""",--,Orthodox,"Feb 24, 1965",14-2-1
d0e50a3d1b250708,Andre Soukhamthath,"5' 9""","70""",Orthodox,"Oct 23, 1988",13-8-0
b45d6b73f4ca4467,Andre Winner,"5' 11""","73""",Orthodox,"Nov 09, 1981",21-11-2
05fa626cb33d15b8,Andrea Lee,"5' 6""","69""",Orthodox,"Feb 11, 1989",13-11-0
2caf993f53541fa1,Andreas Gustafsson,"6' 1""","73""",Orthodox,"Feb 20, 1991",12-3-0
79325a3c1a5c3bf4,Andreas Michailidis,"6' 0""","76""",Orthodox,"Jul 18, 1988",13-6-0
69a400af4420cd6a,Andreas Stahl,"5' 11""",--,Orthodox,"May 20, 1988",10-4-0
3738e68d2261e60f,Andrei Arlovski,"6' 3""","77""",Orthodox,"Feb 04, 1979",34-24-0 (2 NC)
5f2f0da6fd6a84fd,Andrei Semenov,"6' 0""",--,Orthodox,"Jun 17, 1977",34-9-2
8a70ceb3edbe757b,Andrew Craig,"6' 1""","76""",Orthodox,"Jan 15, 1986",9-4-0
66ab58d0b3783607,Andrew Holbrook,"5' 11""","70""",Southpaw,"Feb 06, 1986",12-3-0
fccf811c1e8b01c7,Andrew Sanchez,"6' 1""","74""",Orthodox,"Apr 08, 1988",13-7-0
22e07d3da1aa3475,Andrey Pulyaev,"6' 4""","78""",Southpaw,"Sep 10, 1997",10-5-0
9199e0735b83dd32,Andy Anderson,"5' 6""",--,,"Jul 16, 1974",0-1-0
993d385f5a475375,Andy Enz,"6' 3""","78""",Orthodox,"Aug 15, 1991",10-4-0
b6c4451cb13c9303,Andy Ogle,"5' 8""","69""",Orthodox,"Feb 16, 1989",9-6-0
476414d2f18cd059,Andy Wang,"5' 6""",--,Orthodox,"May 28, 1977",7-8-1 (1 NC)
1497e735d9f2560a,Ange Loosa,"5' 10""","74""",Orthodox,"Mar 18, 1993",10-5-0 (1 NC)
07797f10b9569cfc,Angel Pacheco,"5' 8""","70""",Orthodox,"Jan 13, 1992",7-4-0
f0feeb2192937424,Angela Hill,"5' 3""","64""",Orthodox,"Jan 12, 1985",19-16-0
bd878a638e0e3be3,Angela Magana,"5' 1""","65""",Orthodox,"Aug 02, 1983",11-9-0
2937cb502dda0808,Anistavio Medeiros,"5' 6""",--,Orthodox,"May 01, 1988",19-10-0
1536a25e16fc299b,Anna Elmose,"5' 3""",--,Orthodox,"Oct 06, 1984",3-2-0
7342fcc41a4817fa,Ansar Chalangov,"5' 9""",--,Orthodox,"Oct 30, 1979",14-5-0
a72a2a769fa5a2be,Anshul Jubli,"6' 0""","69""",Switch,"Jan 13, 1995",7-2-0
7d8435c56043b0ae,Ante Delija,"6' 3""","78""",Orthodox,"Aug 07, 1990",26-8-0
c5a126ace82a6025,Anthony Birchak,"5' 8""","69""",Orthodox,"May 16, 1986",16-8-0
4f11e9ce318ffbcb,Anthony Christodoulou,"5' 9""",--,Orthodox,"Jul 30, 1987",12-7-0
c727c7d31c50c4cf,Anthony Hamilton,"6' 5""","76""",Orthodox,"Apr 14, 1980",15-9-0
093e1f5bb73850be,Anthony Hernandez,"6' 0""","75""",Orthodox,"Oct 18, 1993",15-3-0 (1 NC)
3c5005b66696d790,Anthony Ivy,"6' 2""","74""",Orthodox,"Jan 23, 1990",8-4-0
365fee2da473b177,Anthony Johnson,"6' 2""","78""",Orthodox,"Mar 06, 1984",22-6-0
f3a853544e4413c4,Anthony Lapsley,"5' 9""",--,Southpaw,"Feb 13, 1980",23-7-0 (2 NC)
dedc3bb440d09554,Anthony Macias,"5' 9""",--,Switch,"Feb 09, 1969",26-18-0
6bf5a7d3e081ade2,Anthony Njokuani,"6' 1""","75""",Orthodox,"Mar 01, 1980",16-12-0 (1 NC)
4b4753d19489297f,Anthony Perosh,"6' 3""","75""",Orthodox,"Oct 05, 1972",15-10-0
cbb682f5fcc44bfc,Anthony Pettis,"5' 10""","72""",Orthodox,"Jan 27, 1987",24-10-0
5331b25a60417ffb,Anthony Rocco Martin,"6' 0""","73""",Orthodox,"Dec 11, 1989",17-6-0
d4c9dcd330403612,Anthony Smith,"6' 4""","76""",Orthodox,"Jul 26, 1988",38-22-0
918d9d89d4d52acc,Anthony Torres,"5' 8""",--,Orthodox,"Jul 31, 1978",5-3-0
706f8e2b34e8e18b,Anton Kuivanen,"5' 8""","72""",Orthodox,"May 01, 1984",24-10-0
82529ce93cd9a2cf,Anton Turkalj,"6' 4""","78""",Orthodox,"Jun 10, 1996",8-4-0
8c822811eedc11ad,Anton Zafir,"5' 11""",--,Orthodox,"May 10, 1987",7-3-0
69b69c0178c4004d,Antoni Hardonk,"6' 4""","78""",Orthodox,"Feb 05, 1976",8-6-0
d7338bcb141abd2c,Antonina Shevchenko,"5' 8""","67""",Southpaw,"Nov 20, 1984",10-4-0
61fb8098ccf81c7f,Antonio Arroyo,"6' 3""","73""",Orthodox,"Jul 01, 1989",9-5-0
9ddfb3369a3b0394,Antonio Banuelos,"5' 5""","63""",Orthodox,"Sep 23, 1979",20-11-1
fae67903c4fe636b,Antonio Braga Neto,"6' 3""","77""",Orthodox,"Oct 29, 1987",9-3-0 (1 NC)
52e76bb4b3e852f3,Antonio Carlos Junior,"6' 2""","79""",Orthodox,"Mar 16, 1990",11-5-0 (1 NC)
fef3d17e27e916e7,Antonio Carvalho,"5' 9""","70""",Orthodox,"May 30, 1979",15-6-0
81b8b3fb019dc69d,Antonio Dos Santos,"5' 10""",--,Orthodox,"Jul 21, 1988",6-4-0
3414b50b08a10600,Antonio McKee,"5' 8""",--,Southpaw,"Mar 12, 1970",29-6-2
3795fca327cbcf23,Antonio Mendes,"6' 3""","77""",Southpaw,"Apr 19, 1981",18-13-0
ee9d73f4fee9cbdd,Antonio Rodrigo Nogueira,"6' 3""","77""",Orthodox,"Jun 02, 1976",34-10-1 (1 NC)
8349d55cdecd393a,Antonio Silva,"6' 4""","82""",Orthodox,"Sep 14, 1979",19-12-1
6d48a2df51749d91,Antonio Trocoli,"6' 5""","80""",Orthodox,"Dec 06, 1990",12-7-0 (1 NC)
69e8c632135af48b,Anying Wang,"6' 0""",--,Orthodox,"Apr 04, 1991",2-1-0
7d420039bbfe7c1a,Aoriqileng,"5' 7""","69""",Orthodox,"Jun 25, 1993",26-13-0 (1 NC)
c0d5c0c95c59050b,Ariane Carnelossi,"5' 2""","61""",Orthodox,"Nov 17, 1992",15-5-0
6551c64fbcd1a467,Ariane da Silva,"5' 6""","67""",Orthodox,"Jan 26, 1994",17-11-0
b96939f2b8d88e82,Ariel Beck,"5' 6""","66""",Southpaw,"Sep 16, 1990",4-5-0
7e511f8d842a109d,Arjan Bhullar,"6' 1""","75""",Orthodox,"May 13, 1986",9-1-0
eae48ff31db420c2,Arman Tsarukyan,"5' 7""","72""",Orthodox,"Oct 11, 1996",23-3-0
369ea36e450ae62a,Armen Petrosyan,"6' 3""","71""",Orthodox,"Nov 03, 1990",9-5-0
040a74bb0a465c54,Arnold Allen,"5' 8""","70""",Southpaw,"Jan 22, 1994",21-4-0
02f2a9702ba3d167,Artem Lobov,"5' 9""","65""",Southpaw,"Aug 11, 1986",13-15-1 (1 NC)
20d37922ba85e6fc,Artur Minev,"5' 9""","69""",Orthodox,"Sep 27, 2003",7-1-0
2a7afe14b3a0a058,Asbel Cancio,"5' 10""",--,,--,0-1-0
e9bc5748e6a76bb6,Ashkan Mokhtarian,"5' 6""","67""",Southpaw,"Sep 15, 1985",13-3-0
fc6e681bf6658faf,Ashlee Evans-Smith,"5' 8""","67""",Orthodox,"Jul 09, 1987",6-6-0
b4c6c904a9ffc5e8,Ashley Yoder,"5' 7""","69""",Southpaw,"Oct 20, 1987",8-9-0
b1d19449397541dc,Askar Askarov,"5' 6""","67""",Orthodox,"Oct 09, 1992",14-1-1
e92901944ce91909,Askar Mozharov,"6' 3""","74""",Orthodox,"Oct 26, 1994",19-13-0
d4691518d012b9e7,Aspen Ladd,"5' 6""","66""",Orthodox,"Mar 01, 1995",9-3-0
e091482fa6648261,Assuerio Silva,"5' 10""",--,Orthodox,"Jun 18, 1974",16-8-0 (1 NC)
8d3273573b85be09,Asu Almabayev,"5' 4""","65""",Orthodox,"Jan 25, 1994",24-3-0
2f815ed5f8278ba6,Ateba Gautier,"6' 4""","81""",Switch,"Apr 10, 2002",11-1-0
3d5b1ce6097dbb49,Augusto Mendes,"5' 6""","65""",Orthodox,"Mar 03, 1983",6-2-0
94508d80e1f885fc,Augusto Montano,"6' 1""","73""",Orthodox,"Oct 25, 1984",15-3-0
441eacbe20e0e80b,Augusto Sakai,"6' 3""","77""",Orthodox,"May 09, 1991",16-5-1
be9bdec19b7e9ffe,Austen Lane,"6' 6""","80""",Orthodox,"Nov 09, 1987",13-8-0 (1 NC)
bf0e700106d00e55,Austin Arnett,"6' 0""","72""",Orthodox,"Oct 22, 1991",16-6-0
d3f89fa685bd8420,Austin Bashi,"5' 6""","70""",Orthodox,"Sep 29, 2001",14-2-0
d2cd7a69cc55e7ed,Austin Hubbard,"5' 10""","71""",Orthodox,"Dec 22, 1991",17-10-0
305d73ede05e31ad,Austin Lingo,"5' 10""","70""",Orthodox,"Jul 10, 1994",9-3-0
37cc294027f55e4d,Austin Springer,"5' 8""","71""",Orthodox,"May 12, 1987",12-4-0
32c3ee378671a5d9,Austin Vanderford,"5' 11""","74""",Orthodox,"Mar 21, 1990",13-3-0
1d2d98ddd05b38fb,Axel Sola,"6' 0""","74""",Southpaw,"Sep 17, 1997",11-1-1
3bc3f60b21cddc6a,Azamat Bekoev,"6' 0""","72""",Orthodox,"Dec 30, 1995",20-5-0
a1b0715c4fd2dbd3,Azamat Gashimov,"5' 6""",--,Orthodox,"Apr 07, 1990",8-3-0
e90a2f22417af68e,Azamat Murzakanov,"5' 10""","71""",Southpaw,"Apr 12, 1989",16-1-0
7f1bf0c255ec8756,Azat Maksum,"5' 7""","70""",Southpaw,"Feb 02, 1995",15-3-0
78d48d3874dacafd,Azunna Anyanwu,"6' 1""",--,Orthodox,"Aug 05, 1981",14-5-0
73c7cfa551289285,BJ Penn,"5' 9""","70""",Orthodox,"Dec 13, 1978",16-14-2
8677e67a75d65b8e,Baergeng Jieleyisi,"5' 9""","71""",Orthodox,"Nov 24, 1995",18-7-0
d1feea7a4bdcd503,Baisangur Susurkaev,"6' 2""","79""",Orthodox,"Jan 08, 2001",12-0-0
472f6f6e6d962f40,Barb Honchak,"5' 4""","65""",Orthodox,"Aug 30, 1979",10-4-0
4304992c2acc187b,Bart Palaszewski,"5' 9""","70""",Orthodox,"May 30, 1983",36-17-0
e17ac6410c8377f4,Bartosz Fabinski,"6' 0""","75""",Orthodox,"Apr 26, 1986",15-5-0
03688dc3c3af3ac1,Bas Rutten,"6' 1""",--,Orthodox,"Feb 24, 1965",28-4-1
f4d92416da98804b,Bassil Hafez,"5' 11""","72""",Orthodox,"Jan 31, 1992",9-4-1
3b0a516d2921e0d6,Batgerel Danaa,"5' 7""","70""",Orthodox,"Jul 04, 1989",12-5-0
b60c980f79b87ce8,Bea Malecki,"5' 9""","74""",Orthodox,"Aug 23, 1991",4-1-0
907e60fd13407e1e,Bec Rawlings,"5' 6""","64""",Orthodox,"Feb 11, 1989",7-8-0
a4dc0f2b95df4cc1,Bekzat Almakhan,"5' 7""","68""",Orthodox,"Oct 08, 1997",12-4-0
b1b0729d27936f2f,Belal Muhammad,"5' 11""","72""",Orthodox,"Jul 09, 1988",24-6-0 (1 NC)
c4fe2e9a06ea5bcb,Ben Alloway,"5' 11""","76""",Orthodox,"Feb 19, 1981",18-8-0
0b31f87be71ebbb1,Ben Askren,"5' 11""","73""",Orthodox,"Jul 18, 1984",19-2-0 (1 NC)
ee457ef1e1c326c1,Ben Earwood,"5' 8""",--,Orthodox,--,12-3-0
3261aa79bf6caa64,Ben Johnston,"6' 4""","76""",Orthodox,"Oct 11, 1990",5-2-0
840d2c82ea68b9aa,Ben Nguyen,"5' 5""","65""",Switch,"Aug 03, 1988",16-8-0
bd58d34e39b7b12a,Ben Rothwell,"6' 4""","78""",Orthodox,"Oct 17, 1981",39-14-0
484acc7b0f856ce9,Ben Saunders,"6' 2""","77""",Orthodox,"Apr 13, 1983",22-13-2
326f94d6cfb1bf25,Ben Sosoli,"6' 0""","72""",Southpaw,"Dec 10, 1989",7-3-0 (2 NC)
1ad381c8994c4e5b,Ben Wall,"5' 10""",--,Orthodox,"Mar 25, 1989",8-7-1
b6c37948cb226e8c,Benardo Sopaj,"5' 6""","66""",Orthodox,"Sep 25, 2000",13-3-0
08af939f41b5a57b,Beneil Dariush,"5' 10""","72""",Southpaw,"May 06, 1989",23-8-1
773f7feacf96153e,Benito Lopez,"5' 10""","73""",Switch,"Apr 06, 1994",10-2-0
