fighter_id,career_fights,career_wins,career_losses,career_win_rate,career_finish_rate,career_avg_sig_str_landed,career_avg_sig_str_att,career_avg_takedowns_landed,career_avg_takedowns_att,career_avg_sub_att,career_avg_control_time_sec,career_win_streak,recent_win_rate_3,recent_finish_rate_3,last_fight_date,last_division,is_debut,elo,name,dob,height_in,reach_in,reach_imputed,pro_wins,pro_losses,pro_draws
01b39decaf0abf6a,2,1,1,0.5,0.0,12.0,22.5,0.0,0.0,0.0,117.0,0,0.5,0.0,2002-09-27,Welterweight,0,1500.7070648447752,Benji Radach,1979-04-05,70.0,71.74716064145808,True,21.0,7.0,0.0
01c9e4013afce141,4,1,3,0.25,1.0,30.25,74.25,0.0,0.25,0.0,20.0,0,0.3333333333333333,0.3333333333333333,2026-06-20,Featherweight,0,1469.440080520158,Michael Aswell Jr.,2000-09-27,68.0,69.0,False,11.0,5.0,0.0
01d2ed8c502e3828,1,0,1,0.0,0.0,12.0,22.0,1.0,3.0,0.0,28.0,0,0.0,0.0,2013-02-23,Lightweight,0,1484.4437759204638,Caros Fodor,1984-01-07,69.0,74.0,False,11.0,6.0,0.0
01daf32100ed7517,2,0,2,0.0,0.0,1.0,11.0,0.0,3.5,0.0,69.0,0,0.0,0.0,2005-06-04,Welterweight,0,1472.148068857028,Koji Oishi,1977-05-31,68.0,69.6361438922572,True,25.0,10.0,10.0
01f022fa494188e2,1,0,1,0.0,0.0,6.0,24.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2010-06-19,Middleweight,0,1484.0,Josh Bryant,1980-04-23,70.0,71.74716064145808,True,15.0,4.0,0.0
01fcef7e3d051722,5,1,4,0.2,1.0,14.4,30.0,0.0,0.2,0.0,3.2,0,0.0,0.0,2018-05-19,Bantamweight,0,1457.5087531648849,Henry Briones,1980-10-22,68.0,69.0,False,16.0,8.0,1.0
01fed6f61ebea01f,3,0,3,0.0,0.0,14.333333333333334,33.0,0.6666666666666666,1.3333333333333333,0.0,37.0,0,0.0,0.0,2022-12-10,Bantamweight,0,1453.5603194211385,Jay Perrin,1993-06-15,67.0,67.0,False,10.0,7.0,0.0
0232cabbc30a2372,10,7,3,0.7,0.8571428571428571,24.4,56.7,0.0,0.0,0.0,4.9,1,0.6666666666666666,0.6666666666666666,2026-07-11,Bantamweight,0,1556.4737514811761,Adrian Yanez,1993-11-29,67.0,70.0,False,18.0,6.0,1.0
02500fb9fd79a974,3,0,3,0.0,0.0,1.3333333333333333,3.3333333333333335,0.3333333333333333,1.6666666666666667,0.0,26.0,0,0.0,0.0,2011-08-14,Bantamweight,0,1454.9048859967015,Jason Reinhardt,1969-10-31,66.0,67.5251271430563,True,20.0,3.0,0.0
025f0b1b58fbad01,4,1,3,0.25,1.0,15.75,27.5,0.25,0.75,0.0,27.75,0,0.0,0.0,2020-01-25,Light Heavyweight,0,1466.757175961803,Darko Stosic,1992-02-09,72.0,76.0,False,13.0,4.0,0.0
029880cdbf5ca089,12,8,4,0.6666666666666666,0.25,9.916666666666666,27.0,0.9166666666666666,3.0833333333333335,0.08333333333333333,146.58333333333334,1,0.6666666666666666,0.0,2010-09-25,Lightweight,0,1565.6617947231712,Sean Sherk,1973-08-05,66.0,67.0,False,36.0,4.0,1.0
029afd138865d20a,4,1,3,0.25,1.0,5.75,12.25,0.25,0.25,0.5,35.75,0,0.3333333333333333,0.3333333333333333,2023-02-25,Lightweight,0,1473.9213487826648,Rafael Alves,1990-11-14,68.0,68.0,False,20.0,12.0,0.0
029e1293e609fd74,3,2,1,0.6666666666666666,0.0,14.0,24.0,0.0,1.0,0.0,114.33333333333333,0,0.6666666666666666,0.0,2023-06-03,Welterweight,0,1516.2950638501106,Abubakar Nurmagomedov,1989-11-13,71.0,72.0,False,17.0,4.0,1.0
029eaff01e6bb8f0,31,22,9,0.7096774193548387,0.6818181818181818,26.29032258064516,52.41935483870968,0.3225806451612903,0.9032258064516129,0.3225806451612903,52.70967741935484,0,0.3333333333333333,0.3333333333333333,2025-07-19,Lightweight,0,1647.5242662360336,Dustin Poirier,1989-01-19,69.0,72.0,False,30.0,10.0,0.0
02bb48869eb7ac8f,3,0,3,0.0,0.0,28.0,51.0,0.0,0.6666666666666666,0.0,9.666666666666666,0,0.0,0.0,2025-05-31,Women's Strawweight,0,1452.6669480159583,Rayanne dos Santos,1995-06-08,62.0,62.0,False,14.0,9.0,0.0
02d276b7d62b3472,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0.0,0.0,1995-07-14,Open Weight,0,1485.4985549830737,Rudyard Moncayo,1973-05-17,70.0,71.74716064145808,True,0.0,3.0,0.0
02e52b3a595f0786,2,0,2,0.0,0.0,11.0,21.0,0.0,0.5,0.0,43.5,0,0.0,0.0,2005-11-19,Heavyweight,0,1469.4724727649627,Kevin Jordan,1970-12-31,75.0,77.02470251446033,True,11.0,9.0,0.0
02f2a9702ba3d167,7,2,5,0.2857142857142857,0.0,17.428571428571427,37.857142857142854,0.14285714285714285,0.14285714285714285,0.0,15.0,0,0.0,0.0,2018-10-27,Featherweight,0,1462.760146676906,Artem Lobov,1986-08-11,69.0,65.0,False,13.0,15.0,1.0
02f484417a6fa69d,2,1,1,0.5,1.0,8.0,30.0,0.0,0.0,1.0,35.0,1,0.5,0.5,2025-08-23,Light Heavyweight,0,1502.3591236285993,Uran Satybaldiev,1994-08-10,76.0,79.0,False,9.0,1.0,0.0
02f8fedc18cbd26c,5,2,3,0.4,0.0,29.2,62.4,0.2,0.4,0.0,2.8,0,0.3333333333333333,0.0,2024-05-18,Women's Strawweight,0,1482.9077549737615,Emily Ducote,1994-01-01,62.0,63.0,False,13.0,9.0,0.0
02fc8f50f56eb307,1,0,1,0.0,0.0,,,,,,,0,0.0,0.0,1995-12-16,Open Weight,0,1484.0369559658063,Trent Jenkins,,74.0,75.96919413985988,True,0.0,4.0,0.0
030f08370fd1c2bb,1,0,1,0.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2005-11-05,Heavyweight,0,1484.0,Kerry Schall,1971-08-09,74.0,75.96919413985988,True,24.0,13.0,0.0
032cc3922d871c7f,13,13,0,1.0,0.5384615384615384,18.615384615384617,38.53846153846154,1.6153846153846154,3.6923076923076925,0.23076923076923078,139.6153846153846,13,1.0,1.0,2020-10-24,Lightweight,0,1692.566249094302,Khabib Nurmagomedov,1988-09-20,70.0,70.0,False,29.0,0.0,0.0
0359313549d230a1,7,2,5,0.2857142857142857,0.5,7.714285714285714,20.142857142857142,0.2857142857142857,1.5714285714285714,0.0,61.42857142857143,0,0.3333333333333333,0.0,2009-03-07,Welterweight,0,1459.2261300038595,Pete Sell,1982-08-05,71.0,75.0,False,10.0,7.0,0.0
03688dc3c3af3ac1,2,2,0,1.0,0.5,13.0,25.0,0.0,0.0,0.0,,2,1.0,0.5,1999-05-07,Heavyweight,0,1533.4362636647109,Bas Rutten,1965-02-24,73.0,74.91368576525943,True,28.0,4.0,1.0
036e96c1c12b8a59,2,0,2,0.0,0.0,18.5,42.5,0.5,1.5,0.0,46.0,0,0.0,0.0,2023-05-20,Lightweight,0,1468.4969181053123,Nick Fiore,1997-12-10,70.0,72.0,False,6.0,2.0,0.0
03c9994c5b8958ec,3,1,2,0.3333333333333333,1.0,11.0,20.333333333333332,0.0,2.3333333333333335,0.0,35.666666666666664,0,0.3333333333333333,0.3333333333333333,2013-05-18,Lightweight,0,1487.206599326498,John Cholish,1983-12-17,71.0,74.0,False,8.0,3.0,0.0
03dee485905dbc9f,1,0,1,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2024-11-09,Welterweight,0,1487.6535554858617,Zachary Scroggin,1996-03-09,75.0,74.0,False,7.0,1.0,0.0
03f982ca3735070c,13,6,7,0.46153846153846156,1.0,13.692307692307692,30.384615384615383,0.0,0.0,0.0,6.769230769230769,0,0.3333333333333333,0.3333333333333333,2021-06-05,Heavyweight,0,1502.3380183796066,Walt Harris,1983-06-10,77.0,77.0,False,13.0,10.0,0.0
040426baba8a45e8,1,0,1,0.0,0.0,6.0,15.0,1.0,5.0,0.0,210.0,0,0.0,0.0,2000-06-09,Heavyweight,0,1483.263693206478,Nate Schroeder,1973-06-02,73.0,74.91368576525943,True,11.0,10.0,0.0
040a74bb0a465c54,15,12,3,0.8,0.3333333333333333,18.466666666666665,43.86666666666667,0.4666666666666667,0.6666666666666666,0.0,43.266666666666666,1,0.6666666666666666,0.0,2026-05-16,Featherweight,0,1621.2428430410657,Arnold Allen,1994-01-22,68.0,70.0,False,21.0,4.0,0.0
045f25b3a4c08e81,8,3,5,0.375,0.3333333333333333,10.5,40.125,0.0,0.0,0.0,0.5,0,0.3333333333333333,0.0,2020-10-31,Middleweight,0,1474.9888674162883,Jack Marshman,1989-12-19,72.0,73.0,False,23.0,10.0,0.0
04643fd03d9159cc,6,2,4,0.3333333333333333,1.0,11.166666666666666,31.5,0.16666666666666666,1.3333333333333333,0.16666666666666666,24.833333333333332,0,0.0,0.0,2009-08-29,Lightweight,0,1470.9040448868498,Marcus Aurelio,1973-08-18,70.0,74.0,False,22.0,10.0,0.0
047a91d3d9c79b05,2,0,2,0.0,0.0,14.0,40.0,0.5,1.0,0.0,15.5,0,0.0,0.0,2021-11-13,Featherweight,0,1469.3141456318972,Collin Anglin,1993-02-20,69.0,71.0,False,8.0,3.0,0.0
04835018f90b118c,8,6,2,0.75,0.6666666666666666,32.375,69.0,0.625,1.5,0.125,53.5,2,0.6666666666666666,0.3333333333333333,2026-03-28,Women's Flyweight,0,1555.1363318783815,Casey O'Neill,1997-10-07,66.0,69.0,False,11.0,2.0,0.0
049d698d773eb3e1,2,0,2,0.0,0.0,10.5,15.5,0.0,0.0,1.0,53.0,0,0.0,0.0,2009-04-01,Middleweight,0,1469.397646577186,Matt Horwich,1978-10-02,73.0,74.91368576525943,True,30.0,25.0,1.0
04b39f4e8eb59d7c,5,1,4,0.2,1.0,12.0,25.2,0.4,1.2,0.0,28.4,0,0.0,0.0,2017-12-16,Middleweight,0,1454.951556657451,Oluwale Bamgbose,1987-08-04,71.0,78.0,False,6.0,4.0,0.0
04c15b52c3cc1cab,4,1,3,0.25,0.0,10.0,22.25,0.25,0.25,0.0,30.25,0,0.3333333333333333,0.0,2009-01-17,Lightweight,0,1467.3249866489293,Nate Mohr,1983-03-03,69.0,72.0,False,9.0,7.0,0.0
04c8b08b16a5b99e,11,5,6,0.45454545454545453,0.6,17.181818181818183,33.81818181818182,0.0,0.0,0.0,11.181818181818182,0,0.3333333333333333,0.0,2026-04-18,Heavyweight,0,1482.6420002378466,Tanner Boser,1991-08-02,74.0,75.0,False,22.0,11.0,1.0
04d5718ed2661e8c,7,3,4,0.42857142857142855,0.0,18.285714285714285,51.714285714285715,0.0,0.8571428571428571,0.14285714285714285,88.42857142857143,0,0.3333333333333333,0.0,2008-11-15,Lightweight,0,1480.6682646646445,Jorge Gurgel,1977-01-25,67.0,69.0,False,14.0,10.0,0.0
04f9fe830cf13482,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,2003-09-26,Lightweight,0,1484.0,Gerald Strebendt,1979-03-01,69.0,70.69165226685764,True,9.0,7.0,0.0
052ceb8976695342,2,0,2,0.0,0.0,5.0,14.5,0.5,1.5,0.5,44.5,0,0.0,0.0,2010-03-21,Heavyweight,0,1468.0359636861579,Chase Gormley,1983-08-11,75.0,77.02470251446033,True,14.0,6.0,0.0
05339613bf8e9808,21,12,9,0.5714285714285714,0.5833333333333334,22.80952380952381,52.38095238095238,0.3333333333333333,1.1428571428571428,0.14285714285714285,28.428571428571427,0,0.3333333333333333,0.0,2026-03-07,Bantamweight,0,1549.1537143634248,Rob Font,1987-06-25,68.0,71.0,False,22.0,10.0,0.0
0541480fbf719d86,6,2,4,0.3333333333333333,1.0,10.166666666666666,18.5,0.16666666666666666,0.16666666666666666,0.0,15.5,0,0.0,0.0,2009-12-05,Catch Weight,0,1467.76324138878,Houston Alexander,1972-03-22,72.0,72.0,False,17.0,15.0,1.0
054defd5420a551f,7,3,4,0.42857142857142855,0.6666666666666666,7.714285714285714,16.142857142857142,0.2857142857142857,1.0,0.8571428571428571,54.42857142857143,0,0.3333333333333333,0.0,2011-03-03,Middleweight,0,1480.3535408955127,Rob Kimmons,1981-01-30,70.0,73.0,False,25.0,9.0,0.0
05560764359161e4,10,6,4,0.6,0.5,8.9,25.7,0.2,0.2,0.1,28.1,0,0.3333333333333333,0.3333333333333333,2015-05-16,Middleweight,0,1529.13379260354,Constantinos Philippou,1979-11-29,71.0,73.0,False,13.0,5.0,0.0
056c493bbd76a918,16,10,6,0.625,0.4,15.1875,32.25,0.625,1.5625,0.0,56.25,0,0.0,0.0,2025-12-06,Bantamweight,0,1572.8297597044138,Henry Cejudo,1987-02-09,64.0,64.0,False,16.0,6.0,0.0
0577808d22dfe79c,2,0,2,0.0,0.0,13.0,25.5,0.5,1.5,0.0,52.0,0,0.0,0.0,2012-01-28,Heavyweight,0,1471.0004405492953,Jon Olav Einemo,1975-12-10,78.0,80.19122763826168,True,6.0,3.0,0.0
05866d8c3a321856,5,1,4,0.2,0.0,7.0,21.0,0.2,0.8,0.0,20.0,0,0.3333333333333333,0.0,2008-06-21,Middleweight,0,1458.7539199728942,Marvin Eastman,1971-06-08,69.0,73.0,False,18.0,15.0,1.0
058e4e08a1ad8aba,3,1,2,0.3333333333333333,1.0,4.0,12.666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.666666666666666,0,0.3333333333333333,0.3333333333333333,2009-06-13,Lightweight,0,1483.962996108039,Dale Hartt,1979-04-04,70.0,69.0,False,6.0,3.0,0.0
0597a4528ebd1307,2,0,2,0.0,0.0,5.0,7.5,0.0,0.0,0.5,19.5,0,0.0,0.0,2007-01-25,Middleweight,0,1468.0,Chris Price,1982-11-09,74.0,75.96919413985988,True,19.0,4.0,0.0
05b43e0ead3df345,7,1,6,0.14285714285714285,1.0,15.714285714285714,35.857142857142854,0.42857142857142855,1.4285714285714286,0.2857142857142857,106.71428571428571,0,0.0,0.0,2017-11-25,Women's Strawweight,0,1428.2932440883872,Kailin Curran,1991-04-11,64.0,65.0,False,4.0,5.0,0.0
05fa626cb33d15b8,14,5,9,0.35714285714285715,0.4,26.428571428571427,59.142857142857146,0.6428571428571429,1.0,0.07142857142857142,49.714285714285715,0,0.0,0.0,2025-03-01,Women's Flyweight,0,1443.136899724614,Andrea Lee,1989-02-11,66.0,69.0,False,13.0,11.0,0.0
0641c21bec209472,2,0,2,0.0,0.0,6.5,10.5,0.0,0.5,0.0,0.0,0,0.0,0.0,2022-10-15,Welterweight,0,1468.0,Mike Jackson,1985-03-22,74.0,74.0,False,1.0,2.0,0.0
064b7dc68d786254,2,0,2,0.0,0.0,15.0,37.0,0.0,1.0,0.0,10.0,0,0.0,0.0,2015-03-21,Lightweight,0,1467.389349424083,Cain Carrizosa,1986-07-22,68.0,69.6361438922572,True,10.0,3.0,0.0
065eb44700e641a4,4,1,3,0.25,1.0,13.0,31.75,0.0,0.5,0.0,3.75,0,0.3333333333333333,0.3333333333333333,2018-11-17,Lightweight,0,1469.5559080516148,Devin Powell,1988-03-01,72.0,73.0,False,9.0,4.0,0.0
06626b6287e1ae1e,4,4,0,1.0,0.75,18.25,33.5,0.75,1.0,0.25,68.5,4,1.0,0.6666666666666666,2025-11-08,Lightweight,0,1559.0785263536688,Chris Padilla,1995-09-14,69.0,74.0,False,17.0,6.0,1.0
06734ca9d88dec3a,7,6,1,0.8571428571428571,0.3333333333333333,25.0,40.57142857142857,0.0,0.0,0.0,8.428571428571429,2,0.6666666666666666,0.0,2026-06-27,Middleweight,0,1573.5455637446155,Shara Magomedov,1994-05-16,74.0,73.0,False,17.0,1.0,0.0
06827d70c53ff0d9,6,2,4,0.3333333333333333,1.0,10.166666666666666,21.333333333333332,0.16666666666666666,0.8333333333333334,0.16666666666666666,14.166666666666666,0,0.3333333333333333,0.3333333333333333,2017-03-18,Middleweight,0,1469.2651037721007,Scott Askham,1988-05-20,75.0,75.0,False,14.0,4.0,0.0
068f8a189a47fea6,8,4,4,0.5,0.75,16.25,35.25,0.0,0.0,0.125,8.75,0,0.3333333333333333,0.3333333333333333,2021-05-08,Heavyweight,0,1494.107237662561,Maurice Greene,1986-07-05,79.0,80.0,False,9.0,7.0,0.0
06a80a685ea98573,3,1,2,0.3333333333333333,0.0,12.0,28.0,0.3333333333333333,2.3333333333333335,0.0,19.0,0,0.3333333333333333,0.0,2020-09-19,Bantamweight,0,1486.8686556908688,Irwin Rivera,1989-02-14,66.0,67.0,False,10.0,6.0,0.0
06e4245d16fc5315,7,6,1,0.8571428571428571,0.16666666666666666,13.571428571428571,23.428571428571427,1.8571428571428572,3.142857142857143,0.14285714285714285,138.14285714285714,6,1.0,0.3333333333333333,2026-02-28,Women's Bantamweight,0,1575.2636346625113,Ailin Perez,1994-10-05,65.0,66.0,False,13.0,2.0,0.0
06f0ffa6446c5b6d,3,1,2,0.3333333333333333,1.0,12.0,17.333333333333332,1.3333333333333333,2.3333333333333335,1.3333333333333333,132.66666666666666,0,0.3333333333333333,0.3333333333333333,2006-06-28,Light Heavyweight,0,1484.0319884957469,Branden Lee Hinkle,1973-07-29,75.0,77.02470251446033,True,17.0,11.0,0.0
06f36cf4bd97ec77,25,13,12,0.52,0.6923076923076923,15.56,30.84,0.6,1.2,0.36,67.6,0,0.3333333333333333,0.3333333333333333,2023-04-15,Light Heavyweight,0,1513.8481621227886,Ed Herman,1980-10-02,73.0,77.0,False,27.0,16.0,0.0
07047eb7d17fb0a2,4,2,2,0.5,0.0,18.25,44.75,0.25,0.25,0.0,9.75,0,0.3333333333333333,0.0,2026-04-18,Women's Bantamweight,0,1501.2891653700644,Daria Zhelezniakova,1996-01-23,69.0,68.0,False,10.0,3.0,0.0
07225ba28ae309b6,36,25,11,0.6944444444444444,0.84,12.805555555555555,23.47222222222222,0.5555555555555556,1.4166666666666667,0.5833333333333334,71.91666666666667,2,0.6666666666666666,0.3333333333333333,2026-03-07,Lightweight,0,1693.856728238506,Charles Oliveira,1989-10-17,70.0,74.0,False,37.0,11.0,0.0
072a10e85f7d4bff,3,1,2,0.3333333333333333,0.0,4.0,16.0,1.0,2.0,0.0,70.33333333333333,0,0.3333333333333333,0.0,2016-11-19,Women's Bantamweight,0,1483.2313821198313,Milana Dudieva,1989-08-04,63.0,64.35860201925495,True,11.0,6.0,0.0
0749d968e932df53,6,2,4,0.3333333333333333,0.0,14.5,32.5,0.5,0.8333333333333334,0.0,31.666666666666668,0,0.0,0.0,2017-06-17,Welterweight,0,1487.1702477597782,Tarec Saffiedine,1986-09-06,70.0,70.0,False,16.0,7.0,0.0
0778f94eb5d588a5,2,0,2,0.0,0.0,17.0,47.5,0.0,0.0,0.0,1.5,0,0.0,0.0,2016-09-17,Bantamweight,0,1469.4293063899288,Joey Gomez,1986-07-21,70.0,73.0,False,6.0,2.0,0.0
07797f10b9569cfc,2,0,2,0.0,0.0,35.5,101.5,0.0,0.0,0.0,0.0,0,0.0,0.0,2026-02-28,Bantamweight,0,1468.8054005620418,Angel Pacheco,1992-01-13,68.0,70.0,False,7.0,4.0,0.0
077e3ace32b72be9,8,3,5,0.375,0.3333333333333333,14.5,28.75,0.0,0.0,0.0,6.125,0,0.0,0.0,2025-03-29,Flyweight,0,1466.8477981914118,CJ Vergara,1991-06-18,66.0,68.0,False,12.0,7.0,1.0
078695e385ec2f57,1,1,0,1.0,0.0,12.0,29.0,0.0,1.0,0.0,0.0,1,1.0,0.0,2026-04-25,Welterweight,0,1516.0250785793235,Victor Valenzuela,1994-02-09,69.0,71.0,False,14.0,4.0,0.0
07a18ae55dfc3cd9,8,4,4,0.5,0.75,7.0,16.0,0.25,0.25,0.375,,0,0.3333333333333333,0.0,1996-12-07,Open Weight,0,1500.4549302922915,Paul Varelans,1969-09-17,80.0,82.30224438746257,True,9.0,9.0,0.0
07a2bdaa0afdd831,5,2,3,0.4,0.5,8.8,17.2,1.0,2.0,0.8,120.4,0,0.0,0.0,2022-01-15,Flyweight,0,1483.4417203307303,Rogerio Bontorin,1992-04-25,65.0,67.0,False,16.0,4.0,0.0
07a74004d964c7f4,4,3,1,0.75,0.6666666666666666,11.0,18.0,0.25,1.25,0.25,69.5,3,1.0,0.6666666666666666,2026-01-31,Light Heavyweight,0,1531.8780881958385,Billy Elekana,1995-05-28,75.0,77.0,False,10.0,2.0,0.0
07bc580bdf3eb9c8,2,1,1,0.5,1.0,12.5,28.5,0.0,0.0,0.0,3.5,1,0.5,0.5,2026-03-28,Lightweight,0,1504.7079273866389,Lance Gibson Jr.,1995-02-02,69.0,72.0,False,10.0,2.0,0.0
07f72a2a7591b409,22,22,0,1.0,0.5454545454545454,17.636363636363637,30.863636363636363,0.8636363636363636,1.8181818181818181,0.18181818181818182,80.31818181818181,22,1.0,0.6666666666666666,2024-11-16,Heavyweight,0,1782.1059950867166,Jon Jones,1987-07-19,76.0,84.0,False,28.0,1.0,0.0
07f959e6596307bb,2,1,1,0.5,1.0,11.0,16.0,0.0,1.0,1.0,7.0,1,0.5,0.5,2025-03-15,Bantamweight,0,1502.039934491183,Carlos Vera,1987-11-05,66.0,69.0,False,12.0,4.0,0.0
082eba4cd80f736f,3,0,3,0.0,0.0,10.333333333333334,28.0,0.0,1.0,0.0,5.666666666666667,0,0.0,0.0,2024-08-10,Featherweight,0,1453.4716924871043,Jarno Errens,1994-11-17,71.0,73.0,False,14.0,6.0,1.0
084532da3d25f3b8,1,1,0,1.0,0.0,5.0,6.0,1.0,1.0,0.0,219.0,1,1.0,0.0,2025-12-13,Middleweight,0,1517.3890264373233,Cezary Oleksiejczuk,2000-01-06,75.0,75.0,False,17.0,3.0,0.0
0845c81e37d3bcb3,16,9,7,0.5625,0.6666666666666666,22.3125,46.0,0.1875,0.3125,0.0625,32.6875,1,0.6666666666666666,0.6666666666666666,2025-11-22,Light Heavyweight,0,1552.1478558718584,Volkan Oezdemir,1989-09-19,74.0,75.0,False,21.0,8.0,0.0
